,English,English_cleaned,Spanish,French,German
15836,she made me a star,she made me a star,ella me hizo una estrella,elle a fait de moi une star,Sie hat mich zum Star gemacht
15837,she needs our help,she needs our help,ella necesita nuestra ayuda,elle a besoin de notre aide,Sie braucht unsere Hilfe
15838,she picked flowers,she picked flowers,ella recogió flores,elle a cueilli des fleurs,sie pflückte Blumen
15839,she pointed at him,she pointed at him,ella lo señaló,elle lui a pointé du doigt,sie zeigte auf ihn
15840,she probably knows,she probably knows,ella probablemente sabe,elle sait probablement,sie weiß es wahrscheinlich
15841,she put on her hat,she put on her hat,ella se puso el sombrero,elle a mis son chapeau,sie setzte ihren Hut auf
15842,she runs a charity,she runs a charity,ella dirige una caridad,elle dirige une association caritative,Sie betreibt eine Wohltätigkeitsorganisation
15843,she sat next to me,she sat next to me,ella se sentó a mi lado,elle s'est assise à côté de moi,sie saß neben mir
15844,she seems friendly,she seems friendly,ella parece amigable,elle a l'air sympa,sie wirkt freundlich
15845,she shook her head,she shook her head,ella sacudió su cabeza,elle secoua la tête,sie schüttelte den Kopf
15846,she smiled happily,she smiled happily,ella sonrió feliz,elle sourit joyeusement,sie lächelte glücklich
15847,she so wants to go,she so wants to go,ella quiere ir,elle veut tellement y aller,sie will so gerne gehen
15848,she speaks chinese,she speaks chinese,ella habla chino,elle parle chinois,sie spricht chinesisch
15849,she started crying,she started crying,ella comenzó a llorar,elle a commencé à pleurer,sie fing an zu weinen
15850,she threatened him,she threatened him,ella lo amenazó,elle l'a menacé,sie hat ihm gedroht
15851,she wants to dance,she wants to dance,ella quiere bailar,elle veut danser,sie will tanzen
15852,she was a bit late,she was a bit late,ella estaba un poco tarde,elle était un peu en retard,sie war etwas spät dran
15853,she was all smiles,she was all smiles,ella era todo sonrisas,elle était tout sourire,sie lächelte alle
15854,she was born lucky,she was born lucky,ella nació con suerte,elle est née chanceuse,Sie wurde glücklich geboren
15855,she was in a hurry,she was in a hurry,ella tenía prisa,elle était pressée,Sie war in Eile
15856,she was kind to me,she was kind to me,ella fue amable conmigo,elle a été gentille avec moi,sie war nett zu mir
15857,she was making tea,she was making tea,ella estaba haciendo té,elle faisait du thé,sie machte Tee
15858,she's tom's sister,she is tom s sister,ella es la hermana de tom,elle est la soeur de tom,sie ist toms schwester
15859,she's a big teaser,she is a big teaser,ella es una gran bromista,elle est un gros teaser,Sie ist ein großer Teaser
15860,she's a smart girl,she is a smart girl,ella es una chica inteligente,c'est une fille intelligente,Sie ist ein kluges Mädchen
15861,she's a supermodel,she is a supermodel,ella es una supermodelo,elle est mannequin,Sie ist ein Supermodel
15862,she's a sweet girl,she is a sweet girl,ella es una chica dulce,c'est une fille douce,Sie ist ein süßes Mädchen
15863,she's an alcoholic,she is an alcoholic,ella es una alcohólica,elle est alcoolique,sie ist alkoholikerin
15864,she's at a meeting,she is at a meeting,ella esta en una reunion,elle est à une réunion,Sie ist bei einem Treffen
15865,she's eating fruit,she is eating fruit,ella esta comiendo fruta,elle mange des fruits,sie isst obst
15866,she's just a child,she is just a child,ella es solo una niña,elle n'est qu'une enfant,sie ist noch ein kind
15867,she's my classmate,she is my classmate,Ella es mi compañera,C'est ma camarade de classe,sie ist meine Klassenkameradin
15868,should i help them,should i help them,¿Debería ayudarlos?,dois-je les aider,soll ich ihnen helfen
15869,should we call tom,should we call tom,deberíamos llamar a tom,devrions-nous appeler tom,Sollen wir Tom anrufen?
15870,should we continue,should we continue,deberíamos continuar,doit-on continuer,sollen wir weitermachen
15871,should we help tom,should we help tom,deberíamos ayudar a tom,devrions-nous aider tom,Sollen wir Tom helfen?
15872,show me an example,show me an example,muéstrame un ejemplo,montre moi un exemple,Zeig mir ein Beispiel
15873,show me everything,show me everything,Muestrame todo,montre moi tout,Zeig mir alles
15874,show me what to do,show me what to do,muéstrame qué hacer,montre moi quoi faire,"Zeig mir, was zu tun ist"
15875,show me your hands,show me your hands,Muéstrame tus manos,montre moi tes mains,zeige mir deine Hände
15876,show me your watch,show me your watch,muéstrame tu reloj,montre moi ta montre,Zeig mir deine Uhr
15877,shut off the water,shut off the water,cerrar el agua,couper l'eau,das Wasser abstellen
15878,shut up and listen,shut up and listen,callate y escucha,tais-toi et écoute,sei still und hör zu
15879,slip on your shoes,slip on your shoes,ponte los zapatos,enfilez vos chaussures,schlüpf in deine Schuhe
15880,snails move slowly,snails move slowly,los caracoles se mueven lentamente,les escargots se déplacent lentement,Schnecken bewegen sich langsam
15881,so how mad are you,so how mad are you,"Entonces, ¿qué tan enojado estás?",alors à quel point es-tu fou,also wie sauer bist du
15882,so what's going on,so what is going on,Entonces qué está pasando,"Alors, quoi de neuf","Also, was ist los"
15883,"so, do you like it",so  do you like it,"entonces, te gusta",Alors est-ce que tu aimes ça,also magst du es
15884,"some juice, please",some juice  please,un poco de jugo por favor,un peu de jus s'il vous plait,Etwas Saft bitte
15885,some of us hate it,some of us hate it,algunos de nosotros lo odiamos,certains d'entre nous le détestent,einige von uns hassen es
15886,"some water, please",some water  please,un poco de agua por favor,Un peu d'eau s'il vous plaît,etwas Wasser bitte
15887,somebody is eating,somebody is eating,alguien esta comiendo,quelqu'un mange,jemand isst
15888,somebody's singing,somebody s singing,alguien esta cantando,quelqu'un chante,jemand singt
15889,someone is singing,someone is singing,alguien esta cantando,quelqu'un chante,jemand singt
15890,someone was coming,someone was coming,alguien venía,quelqu'un venait,jemand kam
15891,someone will do it,someone will do it,alguien lo hará,quelqu'un le fera,jemand wird es tun
15892,something happened,something happened,algo pasó,quelque chose est arrivé,Etwas passiert
15893,something is wrong,something is wrong,algo está mal,quelque chose ne va pas,Irgendwas stimmt nicht
15894,speak for yourself,speak for yourself,Habla por ti mismo,parle pour toi,Sprich für dich
15895,"stand back, please",stand back  please,aléjate por favor,recule s'il te plait,halte dich bitte zurück
15896,stay out of my way,stay out of my way,Fuera de mi camino,reste hors de mon chemin,geh mir aus dem Weg
15897,stay where you are,stay where you are,Quédate donde estás,reste où tu es,Bleib wo du bist
15898,"step aside, please",step aside  please,hazte a un lado por favor,écartez-vous s'il vous plaît,geh bitte zur seite
15899,stop at the corner,stop at the corner,parada en la esquina,s'arrêter au coin,an der Ecke anhalten
15900,stop being so nice,stop being so nice,deja de ser tan amable,arrête d'être si gentil,Hör auf so nett zu sein
15901,stop correcting me,stop correcting me,deja de corregirme,arrête de me corriger,"Hör auf, mich zu korrigieren"
15902,stop dating losers,stop dating losers,deja de salir con perdedores,arrêter de sortir avec des perdants,"Hör auf, mit Verlierern auszugehen"
15903,stop joking around,stop joking around,deja de bromear,arrête de plaisanter,hör auf rumzualbern
15904,stop making a fuss,stop making a fuss,deja de hacer un escándalo,arrête de faire des histoires,hör auf so viel Aufhebens zu machen
15905,stop me if you can,stop me if you can,Detenme si puedes,arrêtez moi si tu peux,"Stoppen Sie mich, wenn Sie können"
15906,stop or i'll shoot,stop or i will shoot,detente o dispararé,arrête ou je tire,Stopp oder ich werde schießen
15907,stop staring at me,stop staring at me,para de mirarme,Arrête de me fixer,Hör auf mich anzustarren
15908,stop where you are,stop where you are,para donde estas,arrête où tu es,hör auf wo du bist
15909,stop yelling at me,stop yelling at me,Deja de gritarme,arrête de me crier dessus,Hör auf mich anzuschreien
15910,stop that tickles,stop that tickles,deja de hacer cosquillas,arrête ça chatouille,hör auf das kitzelt
15911,strive to be happy,strive to be happy,esforzarse por ser feliz,aspire à être heureux,"streben, glücklich zu sein"
15912,take a closer look,take a closer look,mira más de cerca,regarde plus attentivement,Schau genauer hin
15913,take a deep breath,take a deep breath,Tomar una respiración profunda,respirez profondément,tief durchatmen
15914,take a sip of this,take a sip of this,toma un sorbo de esto,prends une gorgée de ça,nimm einen Schluck davon
15915,take away this box,take away this box,llévate esta caja,emporte cette boite,Nimm diese Kiste weg
15916,take her to the or,take her to the or,llévala a la o,l'emmener au ou,bring sie zum oder
15917,take off your coat,take off your coat,Quítate el abrigo,enlève ton manteau,ziehe deinen Mantel aus
15918,take out the trash,take out the trash,sacar la basura,sortir les poubelles,Bring den Müll raus
15919,take that box away,take that box away,llévate esa caja,emporte cette boîte,nimm die Kiste weg
15920,take them with you,take them with you,llévalos contigo,emmenez-les avec vous,nimm sie mit
15921,take what you need,take what you need,toma lo que necesites,Prend ce dont tu as besoin,Nimm was du brauchst
15922,take what you want,take what you want,toma lo que quieras,Prends ce que tu veux,Nimm was du willst
15923,taxes are too high,taxes are too high,los impuestos son demasiado altos,les taxes sont trop élevées,Steuern sind zu hoch
15924,tell tom i'm sorry,tell tom i am sorry,dile a tom que lo siento,dis à tom que je suis désolé,"Sag Tom, es tut mir leid"
15925,tell tom the truth,tell tom the truth,dile a tom la verdad,dis-lui la vérité,Sag Tom die Wahrheit
15926,tell me what to do,tell me what to do,Dime qué hacer,dis moi quoi faire,Sag mir was ich tun soll
15927,thanks for helping,thanks for helping,gracias por ayudar,Merci pour ton aide,Danke fürs Helfen
15928,thanks for the tea,thanks for the tea,gracias por el te,merci pour le thé,danke für den tee
15929,that belongs to us,that belongs to us,eso nos pertenece,qui nous appartient,das gehört uns
15930,that book is small,that book is small,ese libro es pequeño,ce livre est petit,das buch ist klein
15931,that can't be true,that cannot be true,Eso no puede ser cierto,ça ne peut pas être vrai,Das kann nicht wahr sein
15932,that feels amazing,that feels amazing,eso se siente increíble,c'est incroyable,das fühlt sich unglaublich an
15933,that guy annoys me,that guy annoys me,ese chico me molesta,ce mec m'énerve,der typ nervt mich
15934,that happened here,that happened here,eso paso aqui,c'est arrivé ici,das ist hier passiert
15935,that happens a lot,that happens a lot,eso pasa mucho,ça arrive souvent,das passiert viel
15936,that house is mine,that house is mine,esa casa es mia,cette maison est à moi,dieses Haus ist meins
15937,that is good to me,that is good to me,eso es bueno para mi,c'est bon pour moi,das tut mir gut
15938,that is my opinion,that is my opinion,esa es mi opinión,c'est mon avis,das ist meine meinung
15939,that is not my pen,that is not my pen,esa no es mi pluma,ce n'est pas mon stylo,das ist nicht mein Stift
15940,that is our school,that is our school,esa es nuestra escuela,c'est notre école,das ist unsere schule
15941,that is surprising,that is surprising,eso es sorprendente,c'est surprenant,das ist überraschend
15942,that isn't allowed,that is not allowed,eso no esta permitido,ce n'est pas permis,das ist nicht erlaubt
15943,that isn't complex,that is not complex,eso no es complejo,ce n'est pas complexe,das ist nicht komplex
15944,that job paid well,that job paid well,ese trabajo bien pagado,ce travail bien payé,dieser Job war gut bezahlt
